"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"17.05.2016","643,00","643,00","643,00","643,00","","4,89%"
"16.05.2016","613,00","613,00","613,00","613,00","","2,17%"
"13.05.2016","600,00","600,00","600,00","600,00","","3,63%"
"12.05.2016","579,00","579,00","579,00","579,00","","0,00%"
"11.05.2016","579,00","579,00","579,00","579,00","","-2,53%"
"10.05.2016","594,00","594,00","594,00","594,00","","-3,57%"
"09.05.2016","616,00","616,00","616,00","616,00","","-2,38%"
"06.05.2016","631,00","631,00","631,00","631,00","","-1,71%"
"05.05.2016","642,00","642,00","642,00","642,00","","-1,53%"
"04.05.2016","652,00","652,00","652,00","652,00","","-4,40%"
"03.05.2016","682,00","682,00","682,00","682,00","","-2,99%"
"29.04.2016","703,00","703,00","703,00","703,00","","-0,99%"
"28.04.2016","710,00","710,00","710,00","710,00","","-0,70%"
"27.04.2016","715,00","715,00","715,00","715,00","","1,56%"
"26.04.2016","704,00","704,00","704,00","704,00","","2,03%"
"25.04.2016","690,00","690,00","690,00","690,00","","0,29%"
"22.04.2016","688,00","688,00","688,00","688,00","","2,69%"
"21.04.2016","670,00","670,00","670,00","670,00","","0,15%"
"20.04.2016","669,00","669,00","669,00","669,00","","-0,30%"
"19.04.2016","671,00","671,00","671,00","671,00","","1,82%"
"18.04.2016","659,00","659,00","659,00","659,00","","3,78%"
"15.04.2016","635,00","635,00","635,00","635,00","","6,37%"
"14.04.2016","597,00","597,00","597,00","597,00","","5,29%"
"13.04.2016","567,00","567,00","567,00","567,00","","1,25%"
"12.04.2016","560,00","560,00","560,00","560,00","","0,90%"
"11.04.2016","555,00","555,00","555,00","555,00","","2,97%"
"08.04.2016","539,00","539,00","539,00","539,00","","4,26%"
"07.04.2016","517,00","517,00","517,00","517,00","","3,40%"
"06.04.2016","500,00","500,00","500,00","500,00","","2,67%"
"05.04.2016","487,00","487,00","487,00","487,00","","3,40%"
"04.04.2016","471,00","471,00","471,00","471,00","","4,67%"
"01.04.2016","450,00","450,00","450,00","450,00","","4,90%"
"31.03.2016","429,00","429,00","429,00","429,00","","3,62%"
"30.03.2016","414,00","414,00","414,00","414,00","","1,22%"
"29.03.2016","409,00","409,00","409,00","409,00","","0,74%"
"24.03.2016","406,00","406,00","406,00","406,00","","1,25%"
"23.03.2016","401,00","401,00","401,00","401,00","","0,75%"
"22.03.2016","398,00","398,00","398,00","398,00","","0,00%"
"21.03.2016","398,00","398,00","398,00","398,00","","0,76%"
"18.03.2016","395,00","395,00","395,00","395,00","","0,77%"
"17.03.2016","392,00","392,00","392,00","392,00","","-0,25%"
"16.03.2016","393,00","393,00","393,00","393,00","","-0,76%"
"15.03.2016","396,00","396,00","396,00","396,00","","0,76%"
"14.03.2016","393,00","393,00","393,00","393,00","","1,29%"
"11.03.2016","388,00","388,00","388,00","388,00","","1,04%"
"10.03.2016","384,00","384,00","384,00","384,00","","2,13%"
"09.03.2016","376,00","376,00","376,00","376,00","","2,73%"
"08.03.2016","366,00","366,00","366,00","366,00","","3,39%"
"07.03.2016","354,00","354,00","354,00","354,00","","1,43%"
"04.03.2016","349,00","349,00","349,00","349,00","","2,05%"
"03.03.2016","342,00","342,00","342,00","342,00","","2,09%"
"02.03.2016","335,00","335,00","335,00","335,00","","0,90%"
"01.03.2016","332,00","332,00","332,00","332,00","","0,91%"
"29.02.2016","329,00","329,00","329,00","329,00","","0,61%"
"26.02.2016","327,00","327,00","327,00","327,00","","0,62%"
"25.02.2016","325,00","325,00","325,00","325,00","","0,93%"
"24.02.2016","322,00","322,00","322,00","322,00","","1,26%"
"23.02.2016","318,00","318,00","318,00","318,00","","0,63%"
"22.02.2016","316,00","316,00","316,00","316,00","","0,32%"
"19.02.2016","315,00","315,00","315,00","315,00","","0,64%"
"18.02.2016","313,00","313,00","313,00","313,00","","1,95%"
"17.02.2016","307,00","307,00","307,00","307,00","","1,99%"
"16.02.2016","301,00","301,00","301,00","301,00","","2,03%"
"15.02.2016","295,00","295,00","295,00","295,00","","1,37%"
"12.02.2016","291,00","291,00","291,00","291,00","","0,34%"
"11.02.2016","290,00","290,00","290,00","290,00","","0,00%"
"10.02.2016","290,00","290,00","290,00","290,00","","-0,34%"
"09.02.2016","291,00","291,00","291,00","291,00","","-0,68%"
"08.02.2016","293,00","293,00","293,00","293,00","","-1,35%"
"05.02.2016","297,00","297,00","297,00","297,00","","-0,34%"
"04.02.2016","298,00","298,00","298,00","298,00","","-1,65%"
"03.02.2016","303,00","303,00","303,00","303,00","","-2,26%"
"02.02.2016","310,00","310,00","310,00","310,00","","-1,27%"
"01.02.2016","314,00","314,00","314,00","314,00","","-0,95%"
"29.01.2016","317,00","317,00","317,00","317,00","","-2,46%"
"28.01.2016","325,00","325,00","325,00","325,00","","-3,56%"
"27.01.2016","337,00","337,00","337,00","337,00","","-2,32%"
"26.01.2016","345,00","345,00","345,00","345,00","","-2,54%"
"25.01.2016","354,00","354,00","354,00","354,00","","0,00%"
"22.01.2016","354,00","354,00","354,00","354,00","","-0,28%"
"21.01.2016","355,00","355,00","355,00","355,00","","-0,84%"
"20.01.2016","358,00","358,00","358,00","358,00","","-1,38%"
"19.01.2016","363,00","363,00","363,00","363,00","","-1,63%"
"18.01.2016","369,00","369,00","369,00","369,00","","-1,07%"
"15.01.2016","373,00","373,00","373,00","373,00","","-2,61%"
"14.01.2016","383,00","383,00","383,00","383,00","","-2,79%"
"13.01.2016","394,00","394,00","394,00","394,00","","-1,99%"
"12.01.2016","402,00","402,00","402,00","402,00","","-3,13%"
"11.01.2016","415,00","415,00","415,00","415,00","","-3,26%"
"08.01.2016","429,00","429,00","429,00","429,00","","-3,60%"
"07.01.2016","445,00","445,00","445,00","445,00","","-4,71%"
"06.01.2016","467,00","467,00","467,00","467,00","","-0,21%"
"05.01.2016","468,00","468,00","468,00","468,00","","-1,06%"
"04.01.2016","473,00","473,00","473,00","473,00","","-1,05%"
"24.12.2015","478,00","478,00","478,00","478,00","","0,63%"
"23.12.2015","475,00","475,00","475,00","475,00","","0,21%"
"22.12.2015","474,00","474,00","474,00","474,00","","-0,84%"
"21.12.2015","478,00","478,00","478,00","478,00","","0,21%"
"18.12.2015","477,00","477,00","477,00","477,00","","1,27%"
"17.12.2015","471,00","471,00","471,00","471,00","","0,00%"
"16.12.2015","471,00","471,00","471,00","471,00","","-2,69%"
"15.12.2015","484,00","484,00","484,00","484,00","","-4,72%"
"14.12.2015","508,00","508,00","508,00","508,00","","-2,68%"
"11.12.2015","522,00","522,00","522,00","522,00","","-2,25%"
"10.12.2015","534,00","534,00","534,00","534,00","","-2,20%"
"09.12.2015","546,00","546,00","546,00","546,00","","-0,91%"
"08.12.2015","551,00","551,00","551,00","551,00","","0,00%"
"07.12.2015","551,00","551,00","551,00","551,00","","-2,13%"
"04.12.2015","563,00","563,00","563,00","563,00","","-1,92%"
"03.12.2015","574,00","574,00","574,00","574,00","","-2,71%"
"02.12.2015","590,00","590,00","590,00","590,00","","-1,34%"
"01.12.2015","598,00","598,00","598,00","598,00","","2,40%"
"30.11.2015","584,00","584,00","584,00","584,00","","0,52%"
"27.11.2015","581,00","581,00","581,00","581,00","","3,38%"
"26.11.2015","562,00","562,00","562,00","562,00","","2,93%"
"25.11.2015","546,00","546,00","546,00","546,00","","3,41%"
"24.11.2015","528,00","528,00","528,00","528,00","","2,33%"
"23.11.2015","516,00","516,00","516,00","516,00","","3,61%"
"20.11.2015","498,00","498,00","498,00","498,00","","-1,19%"
"19.11.2015","504,00","504,00","504,00","504,00","","-2,89%"
"18.11.2015","519,00","519,00","519,00","519,00","","-3,35%"
"17.11.2015","537,00","537,00","537,00","537,00","","-2,36%"
"16.11.2015","550,00","550,00","550,00","550,00","","-1,79%"
"13.11.2015","560,00","560,00","560,00","560,00","","-3,28%"
"12.11.2015","579,00","579,00","579,00","579,00","","-3,34%"
"11.11.2015","599,00","599,00","599,00","599,00","","-3,70%"
"10.11.2015","622,00","622,00","622,00","622,00","","-0,96%"
"09.11.2015","628,00","628,00","628,00","628,00","","-0,48%"
"06.11.2015","631,00","631,00","631,00","631,00","","-1,41%"
"05.11.2015","640,00","640,00","640,00","640,00","","-2,59%"
"04.11.2015","657,00","680,00","680,00","657,00","","-3,38%"
"03.11.2015","680,00","680,00","680,00","680,00","","-3,68%"
"02.11.2015","706,00","706,00","706,00","706,00","","-2,08%"
"30.10.2015","721,00","721,00","721,00","721,00","","-0,96%"
"29.10.2015","728,00","728,00","728,00","728,00","","-1,09%"
"28.10.2015","736,00","736,00","736,00","736,00","","-0,41%"
"27.10.2015","739,00","739,00","739,00","739,00","","-2,64%"
"26.10.2015","759,00","759,00","759,00","759,00","","-1,94%"
"23.10.2015","774,00","774,00","774,00","774,00","","-1,53%"
"22.10.2015","786,00","786,00","786,00","786,00","","0,77%"
"21.10.2015","780,00","780,00","780,00","780,00","","2,36%"
"20.10.2015","762,00","762,00","762,00","762,00","","2,01%"
"19.10.2015","747,00","747,00","747,00","747,00","","-0,93%"
"16.10.2015","754,00","754,00","754,00","754,00","","-1,57%"
"15.10.2015","766,00","766,00","766,00","766,00","","-2,67%"
"14.10.2015","787,00","787,00","787,00","787,00","","-2,11%"
"13.10.2015","804,00","804,00","804,00","804,00","","-0,62%"
"12.10.2015","809,00","809,00","809,00","809,00","","0,00%"
"09.10.2015","809,00","809,00","809,00","809,00","","-0,98%"
"08.10.2015","817,00","817,00","817,00","817,00","","-2,85%"
"07.10.2015","841,00","841,00","841,00","841,00","","-3,22%"
"06.10.2015","869,00","869,00","869,00","869,00","","-1,36%"
"05.10.2015","881,00","881,00","881,00","881,00","","-0,90%"
"02.10.2015","889,00","889,00","889,00","889,00","","0,11%"
"01.10.2015","888,00","888,00","888,00","888,00","","-1,33%"
"30.09.2015","900,00","900,00","900,00","900,00","","-2,81%"
"29.09.2015","926,00","926,00","926,00","926,00","","-1,80%"
"28.09.2015","943,00","943,00","943,00","943,00","","0,00%"
"25.09.2015","943,00","943,00","943,00","943,00","","2,28%"
"24.09.2015","922,00","922,00","922,00","922,00","","0,55%"
"23.09.2015","917,00","917,00","917,00","917,00","","-0,65%"
"22.09.2015","923,00","923,00","923,00","923,00","","-5,62%"
"21.09.2015","978,00","978,00","978,00","978,00","","1,88%"
"18.09.2015","960,00","960,00","960,00","960,00","","8,72%"
"17.09.2015","883,00","883,00","883,00","883,00","","8,48%"
"16.09.2015","814,00","818,00","818,00","814,00","","1,50%"
"15.09.2015","802,00","802,00","802,00","802,00","","-0,37%"
"14.09.2015","805,00","805,00","805,00","805,00","","-1,59%"
"11.09.2015","818,00","818,00","818,00","818,00","","-1,45%"
"10.09.2015","830,00","830,00","830,00","830,00","","-2,92%"
"09.09.2015","855,00","855,00","855,00","855,00","","-2,06%"
"08.09.2015","873,00","873,00","873,00","873,00","","-0,34%"
"07.09.2015","876,00","876,00","876,00","876,00","","0,11%"
"04.09.2015","875,00","875,00","875,00","875,00","","-1,80%"
"03.09.2015","891,00","891,00","891,00","891,00","","-1,66%"
"02.09.2015","906,00","906,00","906,00","906,00","","-0,55%"
"01.09.2015","911,00","911,00","911,00","911,00","","0,89%"
"28.08.2015","903,00","903,00","903,00","903,00","","-0,22%"
"27.08.2015","905,00","905,00","905,00","905,00","","-1,42%"
"26.08.2015","918,00","918,00","918,00","918,00","","-2,55%"
"25.08.2015","942,00","942,00","942,00","942,00","","-2,69%"
"24.08.2015","968,00","968,00","968,00","968,00","","-2,62%"
"21.08.2015","994,00","994,00","994,00","994,00","","-1,97%"
"20.08.2015","1.014,00","1.014,00","1.014,00","1.014,00","","-1,65%"
"19.08.2015","1.031,00","1.031,00","1.031,00","1.031,00","","-1,43%"
"18.08.2015","1.046,00","1.046,00","1.046,00","1.046,00","","-1,60%"
"17.08.2015","1.063,00","1.063,00","1.063,00","1.063,00","","0,76%"
"14.08.2015","1.055,00","1.055,00","1.055,00","1.055,00","","0,86%"
"13.08.2015","1.046,00","1.046,00","1.046,00","1.046,00","","-4,30%"
"12.08.2015","1.093,00","1.093,00","1.093,00","1.093,00","","-5,94%"
"11.08.2015","1.162,00","1.162,00","1.162,00","1.162,00","","-2,92%"
"10.08.2015","1.197,00","1.197,00","1.197,00","1.197,00","","-0,25%"
"07.08.2015","1.200,00","1.200,00","1.200,00","1.200,00","","-0,08%"
"06.08.2015","1.201,00","1.201,00","1.201,00","1.201,00","","-1,72%"
"05.08.2015","1.222,00","1.222,00","1.222,00","1.222,00","","1,83%"
"04.08.2015","1.200,00","1.200,00","1.200,00","1.200,00","","4,26%"
"03.08.2015","1.151,00","1.151,00","1.151,00","1.151,00","","1,77%"
"31.07.2015","1.131,00","1.131,00","1.131,00","1.131,00","","2,82%"
"30.07.2015","1.100,00","1.100,00","1.100,00","1.100,00","","-0,36%"
"29.07.2015","1.104,00","1.104,00","1.104,00","1.104,00","","0,91%"
"28.07.2015","1.094,00","1.094,00","1.094,00","1.094,00","","0,37%"
"27.07.2015","1.090,00","1.090,00","1.090,00","1.090,00","","0,37%"
"24.07.2015","1.086,00","1.086,00","1.086,00","1.086,00","","-1,45%"
"23.07.2015","1.102,00","1.102,00","1.102,00","1.102,00","","-1,43%"
"22.07.2015","1.118,00","1.118,00","1.118,00","1.118,00","","0,45%"
"21.07.2015","1.113,00","1.113,00","1.113,00","1.113,00","","4,31%"
"20.07.2015","1.067,00","1.067,00","1.067,00","1.067,00","","1,81%"
"17.07.2015","1.048,00","1.048,00","1.048,00","1.048,00","","3,87%"
"16.07.2015","1.009,00","1.009,00","1.009,00","1.009,00","","6,10%"
"15.07.2015","951,00","951,00","951,00","951,00","","3,93%"
"14.07.2015","915,00","915,00","915,00","915,00","","1,67%"
"13.07.2015","900,00","900,00","900,00","900,00","","2,97%"
"10.07.2015","874,00","874,00","874,00","874,00","","2,46%"
"09.07.2015","853,00","853,00","853,00","853,00","","1,55%"
"08.07.2015","840,00","840,00","840,00","840,00","","1,20%"
"07.07.2015","830,00","830,00","830,00","830,00","","1,84%"
"06.07.2015","815,00","815,00","815,00","815,00","","1,24%"
"03.07.2015","805,00","805,00","805,00","805,00","","1,39%"
"02.07.2015","794,00","794,00","794,00","794,00","","0,00%"
"01.07.2015","794,00","794,00","794,00","794,00","","-0,75%"
"30.06.2015","800,00","800,00","800,00","800,00","","-1,60%"
"29.06.2015","813,00","813,00","813,00","813,00","","-1,22%"
"26.06.2015","823,00","823,00","823,00","823,00","","-0,72%"
"25.06.2015","829,00","829,00","829,00","829,00","","0,00%"
"24.06.2015","829,00","829,00","829,00","829,00","","4,94%"
"23.06.2015","790,00","790,00","790,00","790,00","","1,41%"
"22.06.2015","779,00","779,00","779,00","779,00","","0,00%"
"19.06.2015","779,00","779,00","779,00","779,00","","0,78%"
"18.06.2015","773,00","773,00","773,00","773,00","","6,62%"
"17.06.2015","725,00","725,00","725,00","725,00","","6,46%"
"16.06.2015","681,00","681,00","681,00","681,00","","3,81%"
"15.06.2015","656,00","656,00","656,00","656,00","","2,18%"
"12.06.2015","642,00","642,00","642,00","642,00","","2,07%"
"11.06.2015","629,00","629,00","629,00","629,00","","1,78%"
"10.06.2015","618,00","618,00","618,00","618,00","","0,98%"
"09.06.2015","612,00","612,00","612,00","612,00","","0,33%"
"08.06.2015","610,00","610,00","610,00","610,00","","0,00%"
"05.06.2015","610,00","610,00","610,00","610,00","","1,16%"
"04.06.2015","603,00","603,00","603,00","603,00","","0,84%"
"03.06.2015","598,00","598,00","598,00","598,00","","1,18%"
"02.06.2015","591,00","591,00","591,00","591,00","","0,34%"
"01.06.2015","589,00","589,00","589,00","589,00","","0,00%"
"29.05.2015","589,00","589,00","589,00","589,00","","0,17%"
"28.05.2015","588,00","588,00","588,00","588,00","","0,17%"
"27.05.2015","587,00","587,00","587,00","587,00","","0,51%"
"26.05.2015","584,00","584,00","584,00","584,00","","-0,34%"
"22.05.2015","586,00","592,00","592,00","586,00","","-1,01%"
"21.05.2015","592,00","592,00","592,00","592,00","","-2,31%"
"20.05.2015","606,00","606,00","606,00","606,00","","-2,26%"
"19.05.2015","620,00","620,00","620,00","620,00","","-1,59%"
"18.05.2015","630,00","630,00","630,00","630,00","","-0,63%"
"15.05.2015","634,00","634,00","634,00","634,00","","-0,47%"
"14.05.2015","637,00","637,00","637,00","637,00","","0,47%"
"13.05.2015","634,00","634,00","634,00","634,00","","7,64%"
"12.05.2015","589,00","589,00","589,00","589,00","","1,90%"
"11.05.2015","578,00","578,00","578,00","578,00","","0,70%"
"08.05.2015","574,00","574,00","574,00","574,00","","0,17%"
"07.05.2015","573,00","573,00","573,00","573,00","","-0,35%"
"06.05.2015","575,00","575,00","575,00","575,00","","-0,86%"
"05.05.2015","580,00","580,00","580,00","580,00","","-1,19%"
"01.05.2015","587,00","587,00","587,00","587,00","","-0,68%"
"30.04.2015","591,00","591,00","591,00","591,00","","-0,67%"
"29.04.2015","595,00","595,00","595,00","595,00","","-1,00%"
"28.04.2015","601,00","601,00","601,00","601,00","","0,17%"
"27.04.2015","600,00","600,00","600,00","600,00","","0,00%"
"24.04.2015","600,00","600,00","600,00","600,00","","0,17%"
"23.04.2015","599,00","599,00","599,00","599,00","","-0,17%"
"22.04.2015","600,00","600,00","600,00","600,00","","-0,17%"
"21.04.2015","601,00","601,00","601,00","601,00","","0,50%"
"20.04.2015","598,00","598,00","598,00","598,00","","0,17%"
"17.04.2015","597,00","597,00","597,00","597,00","","0,67%"
"16.04.2015","593,00","593,00","593,00","593,00","","1,19%"
"15.04.2015","586,00","586,00","586,00","586,00","","0,86%"
"14.04.2015","581,00","581,00","581,00","581,00","","0,52%"
"13.04.2015","578,00","578,00","578,00","578,00","","-0,34%"
"10.04.2015","580,00","580,00","580,00","580,00","","0,00%"
"09.04.2015","580,00","580,00","580,00","580,00","","0,00%"
"08.04.2015","580,00","580,00","580,00","580,00","","-0,51%"
"07.04.2015","583,00","583,00","583,00","583,00","","-0,85%"
"02.04.2015","588,00","588,00","588,00","588,00","","-1,34%"
"01.04.2015","596,00","596,00","596,00","596,00","","-1,00%"
"31.03.2015","602,00","602,00","602,00","602,00","","0,50%"
"30.03.2015","599,00","599,00","599,00","599,00","","0,50%"
"27.03.2015","596,00","596,00","596,00","596,00","","-0,33%"
"26.03.2015","598,00","598,00","598,00","598,00","","0,00%"
"25.03.2015","598,00","598,00","598,00","598,00","","0,17%"
"24.03.2015","597,00","597,00","597,00","597,00","","0,51%"
"23.03.2015","594,00","594,00","594,00","594,00","","0,51%"
"20.03.2015","591,00","591,00","591,00","591,00","","1,20%"
"19.03.2015","584,00","584,00","584,00","584,00","","2,28%"
"18.03.2015","571,00","571,00","571,00","571,00","","0,53%"
"17.03.2015","568,00","568,00","568,00","568,00","","0,71%"
"16.03.2015","564,00","564,00","564,00","564,00","","0,36%"
"13.03.2015","562,00","562,00","562,00","562,00","","0,36%"
"12.03.2015","560,00","560,00","560,00","560,00","","-0,88%"
"11.03.2015","565,00","565,00","565,00","565,00","","-0,53%"
"10.03.2015","568,00","568,00","568,00","568,00","","0,00%"
"09.03.2015","568,00","568,00","568,00","568,00","","0,53%"
"06.03.2015","565,00","565,00","565,00","565,00","","0,71%"
"05.03.2015","561,00","561,00","561,00","561,00","","0,36%"
"04.03.2015","559,00","559,00","559,00","559,00","","1,08%"
"03.03.2015","553,00","553,00","553,00","553,00","","0,91%"
"02.03.2015","548,00","548,00","548,00","548,00","","1,48%"
"27.02.2015","540,00","540,00","540,00","540,00","","1,31%"
"26.02.2015","533,00","533,00","533,00","533,00","","1,72%"
"25.02.2015","524,00","524,00","524,00","524,00","","1,55%"
"24.02.2015","516,00","516,00","516,00","516,00","","0,78%"
