date,delivery_month,open_cny_per_ton,high_cny_per_ton,low_cny_per_ton,close_cny_per_ton,settlement_cny_per_ton,pre_settlement_cny_per_ton,volume_lots,open_interest_lots,open_interest_change,turnover
2016-06-13,1608,34880.0,35540.0,34850.0,35250,35280,35270,272286,322280,-34186,
2016-06-14,1608,35200.0,35540.0,35080.0,35110,35320,35280,286756,323586,1306,
2016-06-15,1608,35100.0,35370.0,34980.0,35320,35170,35320,257364,309524,-14062,
2016-06-16,1608,35890.0,36000.0,35330.0,35410,35690,35170,313520,284714,-24810,
2016-06-17,1608,35210.0,35600.0,35160.0,35560,35330,35690,259350,268414,-16300,
2016-06-20,1608,35410.0,35630.0,35320.0,35460,35470,35330,226642,264384,-4030,
2016-06-21,1608,35610.0,35880.0,35480.0,35570,35680,35470,252478,255898,-8486,
2016-06-22,1608,35650.0,36270.0,35530.0,36260,35890,35680,345406,252888,-3010,
2016-06-23,1608,36280.0,36390.0,36060.0,36270,36200,35890,251632,249130,-3758,
2016-06-24,1608,36550.0,36760.0,35850.0,35970,36280,36200,472024,218592,-30538,
2016-06-27,1608,36120.0,36730.0,36020.0,36720,36400,36280,337584,204394,-14198,
2016-06-28,1608,36520.0,37250.0,36430.0,37190,36820,36400,344604,191484,-12910,
2016-06-29,1608,37310.0,37480.0,36980.0,37150,37220,36820,238522,185242,-6242,
2016-06-30,1609,37250.0,37690.0,37080.0,37530,37470,37260,261792,248882,-846,
2016-07-01,1609,37440.0,37630.0,37140.0,37300,37380,37470,320148,250822,1940,
2016-07-04,1609,37290.0,38510.0,37220.0,38410,38040,37380,682034,293484,42662,
2016-07-05,1609,38440.0,38540.0,37470.0,37790,37880,38040,492320,281800,-11684,
2016-07-06,1609,37760.0,37850.0,36950.0,37380,37390,37880,485598,262294,-19506,
2016-07-07,1609,36880.0,37290.0,36820.0,36910,37050,37390,371704,253368,-8926,
2016-07-08,1609,36960.0,37100.0,36450.0,36620,36680,37050,381592,259412,6044,
2016-07-11,1609,36800.0,37130.0,36540.0,37020,36800,36680,302506,260408,996,
2016-07-12,1609,37140.0,37260.0,36900.0,37180,37060,36800,253784,263540,3132,
2016-07-13,1609,37500.0,39210.0,37260.0,38580,38350,37060,876672,295230,31690,
2016-07-14,1609,38660.0,38820.0,38190.0,38640,38470,38350,448580,306792,11562,
2016-07-15,1609,38530.0,38710.0,38230.0,38500,38420,38470,361670,309744,2952,
2016-07-18,1609,38700.0,38930.0,37800.0,37850,38230,38420,497462,298892,-10852,
2016-07-19,1609,37790.0,38550.0,37790.0,38300,38240,38230,415374,283666,-15226,
2016-07-20,1609,38380.0,38800.0,38110.0,38280,38460,38240,463442,276684,-6982,
2016-07-21,1609,38020.0,38690.0,37870.0,38650,38400,38460,351616,270376,-6308,
2016-07-22,1609,38570.0,38840.0,38160.0,38180,38460,38400,336090,260900,-9476,
2016-07-25,1609,38350.0,38650.0,37830.0,38160,38180,38460,420530,249108,-11792,
2016-07-26,1609,38170.0,38250.0,37600.0,37810,37810,38180,322706,236284,-12824,
2016-07-27,1609,37770.0,38090.0,37620.0,37740,37890,37810,308300,225788,-10496,
2016-07-28,1609,37700.0,37890.0,37430.0,37820,37700,37890,307786,207992,-17796,
2016-07-29,1609,37880.0,38060.0,37430.0,37470,37810,37700,297570,189826,-18166,
2016-08-01,1609,37580.0,38250.0,37460.0,38170,37880,37810,313708,175052,-14774,
2016-08-02,1610,38140.0,38160.0,37680.0,38020,37940,37980,245842,225696,2504,
2016-08-03,1610,38120.0,38450.0,37680.0,37790,38050,37940,341054,234238,8542,
2016-08-04,1610,37710.0,37910.0,37430.0,37620,37650,38050,350780,234164,-74,
2016-08-05,1610,37300.0,37770.0,37280.0,37620,37540,37650,307212,225438,-8726,
2016-08-08,1610,37510.0,37680.0,37370.0,37540,37510,37540,257108,231414,5976,
2016-08-09,1610,37560.0,37760.0,37180.0,37220,37470,37510,290706,250054,18640,
2016-08-10,1610,37160.0,37530.0,37100.0,37470,37350,37470,236298,245182,-4872,
2016-08-11,1610,37790.0,37800.0,37450.0,37530,37600,37350,248324,238242,-6940,
2016-08-12,1610,37550.0,37690.0,37450.0,37560,37570,37600,175934,236262,-1980,
2016-08-15,1610,37230.0,37350.0,37000.0,37070,37210,37570,244612,241304,5042,
2016-08-16,1610,37070.0,37290.0,37020.0,37220,37160,37210,212270,238790,-2514,
2016-08-17,1610,37330.0,37390.0,37180.0,37220,37280,37160,177690,230482,-8308,
2016-08-18,1610,37180.0,37400.0,37090.0,37370,37230,37280,180484,238920,8438,
2016-08-19,1610,37480.0,37490.0,37230.0,37390,37330,37230,159022,234600,-4320,
2016-08-22,1610,37290.0,37390.0,37080.0,37140,37250,37330,176644,236770,2170,
2016-08-23,1610,37020.0,37180.0,36910.0,37120,37090,37250,146416,236976,206,
2016-08-24,1610,36970.0,37040.0,36640.0,36650,36830,37090,248346,255570,18594,
2016-08-25,1610,36530.0,36640.0,36050.0,36370,36330,36830,308008,232444,-23126,
2016-08-26,1610,36290.0,36530.0,36180.0,36430,36350,36330,167726,226274,-6170,
2016-08-29,1610,36380.0,36620.0,36210.0,36420,36370,36350,184566,216386,-9888,
2016-08-30,1610,36350.0,36520.0,36240.0,36260,36390,36370,119618,210696,-5690,
2016-08-31,1610,36250.0,36390.0,36140.0,36270,36280,36390,142170,196118,-14578,
2016-09-01,1610,36260.0,36670.0,36230.0,36530,36450,36280,139762,179154,-16964,
2016-09-02,1611,36490.0,36690.0,36400.0,36670,36530,36480,139928,197610,13792,
2016-09-05,1611,36640.0,36660.0,36440.0,36510,36550,36530,147262,210070,12460,
2016-09-06,1611,36460.0,36620.0,36390.0,36570,36520,36550,136530,215374,5304,
2016-09-07,1611,36600.0,36870.0,36460.0,36750,36660,36520,205396,219446,4072,
2016-09-08,1611,36750.0,36850.0,36530.0,36570,36660,36660,176616,219166,-280,
2016-09-09,1611,36560.0,36730.0,36460.0,36620,36620,36660,149500,215504,-3662,
2016-09-12,1611,36560.0,36630.0,36130.0,36170,36360,36620,256900,243058,27554,
2016-09-13,1611,36250.0,36620.0,36250.0,36600,36480,36360,192602,216048,-27010,
2016-09-14,1611,36630.0,36800.0,36470.0,36730,36640,36480,189584,199982,-16066,
2016-09-19,1611,37100.0,37240.0,36930.0,37230,37110,36640,158336,187816,-12166,
2016-09-20,1611,37260.0,37350.0,37160.0,37280,37240,37110,129424,180818,-6998,
2016-09-21,1611,37300.0,37500.0,37190.0,37300,37330,37240,172558,178240,-2578,
2016-09-22,1611,37310.0,37680.0,37240.0,37650,37490,37330,202334,172190,-6050,
2016-09-23,1611,37770.0,37900.0,37650.0,37860,37770,37490,172102,168930,-3260,
2016-09-26,1611,37820.0,37900.0,37690.0,37760,37770,37770,132548,161124,-7806,
2016-09-27,1611,37750.0,37830.0,37470.0,37680,37640,37770,178872,157098,-4026,
2016-09-28,1611,37560.0,37580.0,37250.0,37500,37430,37640,149364,144808,-12290,
2016-09-29,1611,37580.0,37960.0,37520.0,37660,37750,37430,150794,138420,-6388,
2016-09-30,1611,37650.0,37870.0,37540.0,37720,37690,37750,106890,125222,-13198,
2016-10-10,1612,37660.0,37670.0,37430.0,37650,37550,37690,69828,174958,834,
2016-10-11,1612,37670.0,38180.0,37660.0,38160,38000,37550,197110,201536,26578,
2016-10-12,1612,38060.0,38080.0,37760.0,37950,37920,38000,160384,202450,914,
2016-10-13,1612,37990.0,38150.0,37580.0,37630,37860,37920,197824,205370,2920,
2016-10-14,1612,37210.0,37460.0,37110.0,37370,37300,37860,226982,195040,-10330,
2016-10-17,1612,37210.0,37400.0,37160.0,37320,37260,37300,183592,202110,7070,
2016-10-18,1612,37250.0,37410.0,37200.0,37400,37290,37260,108748,195810,-6300,
2016-10-19,1612,37310.0,37410.0,37150.0,37190,37270,37290,168580,197272,1462,
2016-10-20,1612,37200.0,37440.0,36970.0,37310,37240,37270,198066,193992,-3280,
2016-10-21,1612,37240.0,37270.0,37000.0,37180,37130,37240,147892,191816,-2176,
2016-10-24,1612,37110.0,37430.0,37100.0,37350,37270,37130,147972,191262,-554,
2016-10-25,1612,37300.0,38170.0,37250.0,38010,37780,37270,354232,184244,-7018,
2016-10-26,1612,38110.0,38250.0,37700.0,37760,37930,37780,228692,165254,-18990,
2016-10-27,1612,37790.0,37960.0,37720.0,37820,37820,37930,139948,160052,-5202,
2016-10-28,1612,38020.0,38340.0,37950.0,38270,38130,37820,183386,153130,-6922,
2016-10-31,1612,38390.0,38630.0,38280.0,38390,38420,38130,175810,141922,-11208,
2016-11-01,1701,38500.0,38890.0,38390.0,38740,38660,38430,149396,175362,17684,
2016-11-02,1701,38780.0,39180.0,38540.0,38580,38820,38660,281808,175478,116,
2016-11-03,1701,38730.0,39020.0,38620.0,38990,38800,38820,153686,192668,17190,
2016-11-04,1701,39100.0,39390.0,39000.0,39130,39190,38800,268470,201496,8828,
2016-11-07,1701,39230.0,40770.0,39150.0,40380,39880,39190,505096,240376,38880,
2016-11-08,1701,40180.0,40730.0,40070.0,40450,40370,39880,422864,251404,11028,
2016-11-09,1701,40400.0,42030.0,40340.0,41600,41430,40370,825362,258136,6732,
2016-11-10,1701,42320.0,43910.0,42230.0,43910,42970,41430,515896,253884,-4252,
2016-11-11,1701,45000.0,46830.0,44430.0,46700,45330,42970,988810,262712,8828,
2016-11-14,1701,47200.0,48040.0,43700.0,45520,45630,45330,1319384,249310,-13402,
2016-11-15,1701,45500.0,46160.0,43060.0,43670,44940,45630,827514,242572,-6738,
2016-11-16,1701,43670.0,44650.0,43560.0,44580,44170,44940,534122,248372,5800,
2016-11-17,1701,44270.0,44410.0,43400.0,43670,43890,44170,371964,231320,-17052,
2016-11-18,1701,43830.0,44580.0,43720.0,44210,44180,43890,412470,228852,-2468,
2016-11-21,1701,44430.0,45410.0,43610.0,45120,44500,44180,536360,238170,9318,
2016-11-22,1701,45190.0,46320.0,44710.0,46210,45610,44500,405740,228864,-9306,
2016-11-23,1701,45900.0,46120.0,45400.0,45760,45760,45610,315082,221660,-7204,
2016-11-24,1701,45560.0,48500.0,45460.0,48210,47310,45760,622346,198930,-22730,
2016-11-25,1701,47930.0,48900.0,47400.0,48100,48260,47310,474172,185342,-13588,
2016-11-28,1701,48020.0,49660.0,47760.0,49380,48600,48260,424094,178930,-6412,
2016-11-29,1701,49130.0,49240.0,46490.0,46610,47890,48600,405738,138700,-40230,
